"pos","set","Pair","var","values"
"down","b) complete dataset",119,"Evenness",-0.96817546487777
"down","b) complete dataset",119,"Dispersion",1.66501532396624
"down","b) complete dataset",119,"Redundancy",-1.61169600300457
"up","b) complete dataset",119,"Richness",-0.0824825298112124
"up","b) complete dataset",119,"Evenness",-1.98186605501857
"up","b) complete dataset",119,"Dispersion",1.21112042151864
"up","b) complete dataset",119,"Redundancy",-1.01347470346276
"down","b) complete dataset",120,"Richness",-2.14695074764265
"down","b) complete dataset",120,"Evenness",1.11918409914144
"down","b) complete dataset",120,"Dispersion",0.849059105371003
"down","b) complete dataset",120,"Redundancy",-0.897926284353075
"up","b) complete dataset",120,"Richness",-1.78907597267748
"up","b) complete dataset",120,"Evenness",-0.476977143692998
"up","b) complete dataset",120,"Dispersion",0.167812102454091
"up","b) complete dataset",120,"Redundancy",0.00247119872189425
"down","b) complete dataset",121,"Richness",-0.863915976856601
"down","b) complete dataset",121,"Evenness",-0.0265598667859223
"down","b) complete dataset",121,"Dispersion",-1.65018970826526
"down","b) complete dataset",121,"Redundancy",1.77737385763749
"up","b) complete dataset",121,"Richness",0.667634242009091
"up","b) complete dataset",121,"Evenness",-0.515473425050098
"up","b) complete dataset",121,"Dispersion",-0.855825778485387
"up","b) complete dataset",121,"Redundancy",0.895601919953337
"down","b) complete dataset",123,"Richness",-0.342648487869108
"down","b) complete dataset",123,"Evenness",-2.47912147604825
"down","b) complete dataset",123,"Dispersion",-1.42093319515678
"down","b) complete dataset",123,"Redundancy",1.13000983291481
"up","b) complete dataset",123,"Richness",-1.76242951532207
"up","b) complete dataset",123,"Evenness",1.20004113255363
"up","b) complete dataset",123,"Dispersion",-0.47319757347156
"up","b) complete dataset",123,"Redundancy",0.467643886363845
"down","b) complete dataset",125,"Richness",-1.62966315475296
"down","b) complete dataset",125,"Evenness",-1.79081010967357
"down","b) complete dataset",125,"Dispersion",0.121867893873579
"down","b) complete dataset",125,"Redundancy",0.122319346757663
"up","b) complete dataset",125,"Richness",0.55205636045849
"up","b) complete dataset",125,"Evenness",-0.175674044444383
"up","b) complete dataset",125,"Dispersion",0.304057514253789
"up","b) complete dataset",125,"Redundancy",-0.125646242838224
"down","b) complete dataset",126,"Richness",0.55205636045849
"down","b) complete dataset",126,"Evenness",-0.175674044444383
"down","b) complete dataset",126,"Dispersion",0.304057514253789
"down","b) complete dataset",126,"Redundancy",-0.125646242838224
"up","b) complete dataset",126,"Richness",-0.109843250197691
"up","b) complete dataset",126,"Evenness",0.314636931720995
"up","b) complete dataset",126,"Dispersion",-0.394864103100705
"up","b) complete dataset",126,"Redundancy",0.533269813938118
"down","b) complete dataset",129,"Richness",-1.68368712170652
"down","b) complete dataset",129,"Evenness",0.238796444442311
"down","b) complete dataset",129,"Dispersion",-1.10058071837767
"down","b) complete dataset",129,"Redundancy",1.73402610947149
"up","b) complete dataset",129,"Richness",-1.0776896433191
"up","b) complete dataset",129,"Evenness",-2.31402941281817
"up","b) complete dataset",129,"Dispersion",1.43224689897623
"up","b) complete dataset",129,"Redundancy",-1.29634666818321
"down","b) complete dataset",130,"Richness",-1.91800208335206
"down","b) complete dataset",130,"Evenness",0.0793239342955264
"down","b) complete dataset",130,"Dispersion",-1.09608671136441
"down","b) complete dataset",130,"Redundancy",1.66699443680732
"up","b) complete dataset",130,"Richness",-0.761219183667455
"up","b) complete dataset",130,"Evenness",1.2798823309407
"up","b) complete dataset",130,"Dispersion",-3.13547267817057
"up","b) complete dataset",130,"Redundancy",3.22492069481642
"down","b) complete dataset",132,"Richness",-0.738945910415219
"down","b) complete dataset",132,"Evenness",1.19680645785313
"down","b) complete dataset",132,"Dispersion",-1.3694895107191
"down","b) complete dataset",132,"Redundancy",1.54313886438456
"up","b) complete dataset",132,"Richness",-1.4064309580465
"up","b) complete dataset",132,"Evenness",1.84484710868476
"up","b) complete dataset",132,"Dispersion",-0.438599912040036
"up","b) complete dataset",132,"Redundancy",0.575997725526475
"down","b) complete dataset",133,"Richness",-2.16360863631039
"down","b) complete dataset",133,"Evenness",-1.09070659322571
"down","b) complete dataset",133,"Dispersion",-0.248225998502819
"down","b) complete dataset",133,"Redundancy",0.342412134123965
"up","b) complete dataset",133,"Richness",-2.29404737517775
"up","b) complete dataset",133,"Evenness",-4.19826156619514
"up","b) complete dataset",133,"Dispersion",-2.07373233860063
"up","b) complete dataset",133,"Redundancy",2.15201333538959
"down","b) complete dataset",134,"Richness",-0.968275925227165
"down","b) complete dataset",134,"Evenness",-0.463242805951298
"down","b) complete dataset",134,"Dispersion",-1.62703768826902
"down","b) complete dataset",134,"Redundancy",2.54582205553009
"up","b) complete dataset",134,"Richness",-1.55629214121453
"up","b) complete dataset",134,"Evenness",0.0148746567257678
"up","b) complete dataset",134,"Dispersion",1.08158695553336
"up","b) complete dataset",134,"Redundancy",-1.03659275723836
"down","b) complete dataset",136,"Richness",-2.16871922350826
"down","b) complete dataset",136,"Evenness",-0.806305173190748
"down","b) complete dataset",136,"Dispersion",-0.102390691897196
"down","b) complete dataset",136,"Redundancy",0.0470323809325477
"up","b) complete dataset",136,"Richness",-2.24290720079961
"up","b) complete dataset",136,"Evenness",-0.548127337003454
"up","b) complete dataset",136,"Dispersion",-2.96363146879649
"up","b) complete dataset",136,"Redundancy",3.30643785192389
"down","b) complete dataset",138,"Richness",-1.28026999535684
"down","b) complete dataset",138,"Evenness",-0.863703804664891
"down","b) complete dataset",138,"Dispersion",-1.22861643978599
"down","b) complete dataset",138,"Redundancy",1.19042781252044
"up","b) complete dataset",138,"Richness",-0.847288807866052
"up","b) complete dataset",138,"Evenness",-1.27145785698538
"up","b) complete dataset",138,"Dispersion",-1.826611924534
"up","b) complete dataset",138,"Redundancy",1.70648528893027
"down","b) complete dataset",139,"Richness",-0.660675582995412
"down","b) complete dataset",139,"Evenness",0.640722614833751
"down","b) complete dataset",139,"Dispersion",-0.88194245057098
"down","b) complete dataset",139,"Redundancy",0.838065980811875
"up","b) complete dataset",139,"Richness",-0.436165312241293
"up","b) complete dataset",139,"Evenness",-2.08073759090754
"up","b) complete dataset",139,"Dispersion",-1.36922728661841
"up","b) complete dataset",139,"Redundancy",1.28495899093205
"down","b) complete dataset",140,"Richness",-1.89024267687587
"down","b) complete dataset",140,"Evenness",0.955777224296757
"down","b) complete dataset",140,"Dispersion",1.24418927109804
"down","b) complete dataset",140,"Redundancy",-1.11069666419026
"up","b) complete dataset",140,"Richness",-0.596157146445073
"up","b) complete dataset",140,"Evenness",0.787062753407823
"up","b) complete dataset",140,"Dispersion",-1.12744021792109
"up","b) complete dataset",140,"Redundancy",1.09931399225747
"down","b) complete dataset",142,"Richness",-0.0844534547320676
"down","b) complete dataset",142,"Evenness",-1.00680155485993
"down","b) complete dataset",142,"Dispersion",-1.03535420048394
"down","b) complete dataset",142,"Redundancy",0.88691902283302
"up","b) complete dataset",142,"Richness",-0.102885828906593
"up","b) complete dataset",142,"Evenness",2.09763672329407
"up","b) complete dataset",142,"Dispersion",0.967266610132295
"up","b) complete dataset",142,"Redundancy",-1.024932039657
"down","b) complete dataset",145,"Richness",-1.57129531394881
"down","b) complete dataset",145,"Evenness",-0.894707713030903
"down","b) complete dataset",145,"Dispersion",1.23751093605572
"down","b) complete dataset",145,"Redundancy",-1.16149109777151
"up","b) complete dataset",145,"Richness",-1.87575948878766
"up","b) complete dataset",145,"Evenness",0.751932092678394
"up","b) complete dataset",145,"Dispersion",-2.05543998174821
"up","b) complete dataset",145,"Redundancy",2.11321884471547
"down","b) complete dataset",146,"Richness",-1.4222173145625
"down","b) complete dataset",146,"Evenness",-1.89780344465339
"down","b) complete dataset",146,"Dispersion",-1.33180199823963
"down","b) complete dataset",146,"Redundancy",1.39940821145559
"up","b) complete dataset",146,"Richness",-1.08046935766167
"up","b) complete dataset",146,"Evenness",-0.00377316272062228
"up","b) complete dataset",146,"Dispersion",-1.21533146924512
"up","b) complete dataset",146,"Redundancy",1.77802577064037
"down","b) complete dataset",147,"Richness",-0.340878970944211
"down","b) complete dataset",147,"Evenness",-1.02370114200496
"down","b) complete dataset",147,"Dispersion",-0.311350493915425
"down","b) complete dataset",147,"Redundancy",0.251354921453596
"up","b) complete dataset",147,"Richness",-0.435627984857653
"up","b) complete dataset",147,"Evenness",0.153519570517038
"up","b) complete dataset",147,"Dispersion",-0.238795537666661
"up","b) complete dataset",147,"Redundancy",0.00256146103662681
"down","b) complete dataset",148,"Richness",-0.94719111589615
"down","b) complete dataset",148,"Evenness",-0.278675720571455
"down","b) complete dataset",148,"Dispersion",-0.917568575772108
"down","b) complete dataset",148,"Redundancy",0.919855401876226
"up","b) complete dataset",148,"Richness",-1.89024267687587
"up","b) complete dataset",148,"Evenness",0.955777224296757
"up","b) complete dataset",148,"Dispersion",1.24418927109804
"up","b) complete dataset",148,"Redundancy",-1.11069666419026
"down","b) complete dataset",149,"Richness",-1.6810464749392
"down","b) complete dataset",149,"Evenness",-0.914382300431261
"down","b) complete dataset",149,"Dispersion",-1.76109437964415
"down","b) complete dataset",149,"Redundancy",1.74674215099263
"up","b) complete dataset",149,"Richness",-1.05203620230687
"up","b) complete dataset",149,"Evenness",-2.69662904564431
"up","b) complete dataset",149,"Dispersion",-3.10162476739759
"up","b) complete dataset",149,"Redundancy",3.24208510946325
"down","b) complete dataset",154,"Richness",-0.757886774747408
"down","b) complete dataset",154,"Evenness",-1.06523478365801
"down","b) complete dataset",154,"Dispersion",-3.55351334408439
"down","b) complete dataset",154,"Redundancy",4.59524125977668
"up","b) complete dataset",154,"Richness",-0.507178626075419
"up","b) complete dataset",154,"Evenness",0.690198717193977
"up","b) complete dataset",154,"Dispersion",-1.55098606872045
"up","b) complete dataset",154,"Redundancy",2.13984313374713
"down","b) complete dataset",155,"Richness",-0.712987707800304
"down","b) complete dataset",155,"Evenness",-2.92006936349428
"down","b) complete dataset",155,"Dispersion",-0.697160728684669
"down","b) complete dataset",155,"Redundancy",0.782500393462018
"up","b) complete dataset",155,"Richness",-0.990214954145506
"up","b) complete dataset",155,"Evenness",-0.611033146573439
"up","b) complete dataset",155,"Dispersion",-1.29772350967254
"up","b) complete dataset",155,"Redundancy",1.76880677649431
"down","b) complete dataset",158,"Richness",-1.45291449056893
"down","b) complete dataset",158,"Evenness",-0.19176388689924
"down","b) complete dataset",158,"Dispersion",-1.80541754380907
"down","b) complete dataset",158,"Redundancy",1.87182349003364
"up","b) complete dataset",158,"Richness",-1.22284107748188
"up","b) complete dataset",158,"Evenness",-1.11123743595596
"up","b) complete dataset",158,"Dispersion",-2.90989235781904
"up","b) complete dataset",158,"Redundancy",3.16808214095341
"down","b) complete dataset",159,"Richness",-1.80443378930512
"down","b) complete dataset",159,"Evenness",-0.687361869456164
"down","b) complete dataset",159,"Dispersion",-3.81127666617553
"down","b) complete dataset",159,"Redundancy",4.43808138190384
"up","b) complete dataset",159,"Richness",-0.25968722588016
"up","b) complete dataset",159,"Evenness",0.7744240016708
"up","b) complete dataset",159,"Dispersion",-0.0612846108805959
"up","b) complete dataset",159,"Redundancy",0.261261744110401
"down","b) complete dataset",160,"Richness",-1.13496953008184
"down","b) complete dataset",160,"Evenness",-0.794765085797701
"down","b) complete dataset",160,"Dispersion",-1.22795700317722
"down","b) complete dataset",160,"Redundancy",1.22702560281128
"up","b) complete dataset",160,"Richness",-1.33652241438662
"up","b) complete dataset",160,"Evenness",-0.257090799475246
"up","b) complete dataset",160,"Dispersion",-2.35902794535923
"up","b) complete dataset",160,"Redundancy",2.36807409283163
"down","b) complete dataset",161,"Richness",-0.786660541534184
"down","b) complete dataset",161,"Evenness",-0.714916673363427
"down","b) complete dataset",161,"Dispersion",-0.794697648472259
"down","b) complete dataset",161,"Redundancy",1.31942380818349
"up","b) complete dataset",161,"Richness",-0.655687704604071
"up","b) complete dataset",161,"Evenness",-0.427505391493024
"up","b) complete dataset",161,"Dispersion",-0.128991467200401
"up","b) complete dataset",161,"Redundancy",0.295455393620767
"down","b) complete dataset",162,"Richness",-1.48821237902536
"down","b) complete dataset",162,"Evenness",-0.66127279684193
"down","b) complete dataset",162,"Dispersion",-0.712902872672915
"down","b) complete dataset",162,"Redundancy",0.466297101212085
"up","b) complete dataset",162,"Richness",-0.992505286559111
"up","b) complete dataset",162,"Evenness",-1.15478416643778
"up","b) complete dataset",162,"Dispersion",0.848976357887794
"up","b) complete dataset",162,"Redundancy",-0.85127490615817
"down","b) complete dataset",164,"Richness",-2.71889552868234
"down","b) complete dataset",164,"Evenness",-2.19918712190535
"down","b) complete dataset",164,"Dispersion",-3.70906666355066
"down","b) complete dataset",164,"Redundancy",3.63747151252051
"up","b) complete dataset",164,"Richness",-3.27247331383029
"up","b) complete dataset",164,"Evenness",0.0212497424406306
"up","b) complete dataset",164,"Dispersion",-2.91605751094231
"up","b) complete dataset",164,"Redundancy",3.09301497781692
"down","b) complete dataset",167,"Richness",-0.368644106339527
"down","b) complete dataset",167,"Evenness",0.974440559633745
"down","b) complete dataset",167,"Dispersion",-0.768029895939474
"down","b) complete dataset",167,"Redundancy",0.650566889269252
"up","b) complete dataset",167,"Richness",0.241557854902787
"up","b) complete dataset",167,"Evenness",-0.491173974109931
"up","b) complete dataset",167,"Dispersion",-1.14008189642499
"up","b) complete dataset",167,"Redundancy",0.889014678220573
"down","b) complete dataset",168,"Richness",-2.17206815703595
"down","b) complete dataset",168,"Evenness",-0.544776375254461
"down","b) complete dataset",168,"Dispersion",-0.606730205867412
"down","b) complete dataset",168,"Redundancy",0.916011512703279
"up","b) complete dataset",168,"Richness",0.889937409497822
"up","b) complete dataset",168,"Evenness",-0.531084101597884
"up","b) complete dataset",168,"Dispersion",0.487259187780618
"up","b) complete dataset",168,"Redundancy",-0.323787175935874
"down","b) complete dataset",172,"Richness",0.872239357162799
"down","b) complete dataset",172,"Evenness",1.54926776659401
"down","b) complete dataset",172,"Dispersion",0.0512550198955878
"down","b) complete dataset",172,"Redundancy",0.100002849511916
"up","b) complete dataset",172,"Richness",-1.40692316224732
"up","b) complete dataset",172,"Evenness",-3.04029802358162
"up","b) complete dataset",172,"Dispersion",-0.0316716343281955
"up","b) complete dataset",172,"Redundancy",0.163483286128759
"down","b) complete dataset",173,"Richness",0.593188193262543
"down","b) complete dataset",173,"Evenness",-1.42184383288684
"down","b) complete dataset",173,"Dispersion",-1.64390847350105
"down","b) complete dataset",173,"Redundancy",2.05770460796988
"up","b) complete dataset",173,"Richness",-1.11980512252664
"up","b) complete dataset",173,"Evenness",-1.3477247193996
"up","b) complete dataset",173,"Dispersion",-1.89457756442027
"up","b) complete dataset",173,"Redundancy",2.03924023086377
"down","b) complete dataset",174,"Richness",-1.17342173332793
"down","b) complete dataset",174,"Evenness",-0.963368348318404
"down","b) complete dataset",174,"Dispersion",-2.38046333219004
"down","b) complete dataset",174,"Redundancy",2.74102908446766
"up","b) complete dataset",174,"Richness",-0.120415538055166
"up","b) complete dataset",174,"Evenness",-0.242449661331975
"up","b) complete dataset",174,"Dispersion",-1.97648419672111
"up","b) complete dataset",174,"Redundancy",2.11157163502335
"down","b) complete dataset",175,"Richness",-0.603824985928145
"down","b) complete dataset",175,"Evenness",-0.945288629411204
"down","b) complete dataset",175,"Dispersion",-1.4847732886348
"down","b) complete dataset",175,"Redundancy",2.09036832538392
"up","b) complete dataset",175,"Richness",-2.47589051711556
"up","b) complete dataset",175,"Evenness",-2.34389866974449
"up","b) complete dataset",175,"Dispersion",-1.28306189149324
"up","b) complete dataset",175,"Redundancy",1.434778873062
"down","b) complete dataset",176,"Richness",-1.44071706470402
"down","b) complete dataset",176,"Evenness",0.413856767546756
"down","b) complete dataset",176,"Dispersion",-1.47909792252481
"down","b) complete dataset",176,"Redundancy",1.51115627436588
"up","b) complete dataset",176,"Richness",-0.869320292696542
"up","b) complete dataset",176,"Evenness",0.340666586457844
"up","b) complete dataset",176,"Dispersion",1.58401087065295
"up","b) complete dataset",176,"Redundancy",-1.69519763180139
"down","b) complete dataset",177,"Richness",-1.46694359670322
"down","b) complete dataset",177,"Evenness",-0.671947807324393
"down","b) complete dataset",177,"Dispersion",-0.855594929568005
"down","b) complete dataset",177,"Redundancy",1.30688813182884
"up","b) complete dataset",177,"Richness",-1.80827403792186
"up","b) complete dataset",177,"Evenness",-0.0729834409157803
"up","b) complete dataset",177,"Dispersion",-0.944224693262995
"up","b) complete dataset",177,"Redundancy",1.50019094620737
"down","b) complete dataset",178,"Richness",-1.52194167762734
"down","b) complete dataset",178,"Evenness",-0.0553292305061243
"down","b) complete dataset",178,"Dispersion",-3.35498140272802
"down","b) complete dataset",178,"Redundancy",3.79321813999623
"up","b) complete dataset",178,"Richness",-2.35047503877457
"up","b) complete dataset",178,"Evenness",-0.11818676628525
"up","b) complete dataset",178,"Dispersion",-2.30993748061141
"up","b) complete dataset",178,"Redundancy",2.31243634604598
"down","b) complete dataset",179,"Richness",-2.5328993961377
"down","b) complete dataset",179,"Evenness",-1.04627675706156
"down","b) complete dataset",179,"Dispersion",-1.77079208423586
"down","b) complete dataset",179,"Redundancy",2.14464289991661
"up","b) complete dataset",179,"Richness",-1.86929123221134
"up","b) complete dataset",179,"Evenness",-1.34340427212896
"up","b) complete dataset",179,"Dispersion",1.04189560973601
"up","b) complete dataset",179,"Redundancy",-0.982876839235586
"down","b) complete dataset",180,"Richness",-2.14322328850538
"down","b) complete dataset",180,"Evenness",0.0127693315148203
"down","b) complete dataset",180,"Dispersion",-0.903828941128119
"down","b) complete dataset",180,"Redundancy",1.2119905515856
"up","b) complete dataset",180,"Richness",-1.54594803294884
"up","b) complete dataset",180,"Evenness",-0.33885865698776
"up","b) complete dataset",180,"Dispersion",-0.936954851684442
"up","b) complete dataset",180,"Redundancy",0.84183638173485
"down","b) complete dataset",181,"Richness",-0.952888970573643
"down","b) complete dataset",181,"Evenness",0.32878793727781
"down","b) complete dataset",181,"Dispersion",-0.931881651779297
"down","b) complete dataset",181,"Redundancy",0.93578889743237
"up","b) complete dataset",181,"Richness",-3.29130387923472
"up","b) complete dataset",181,"Evenness",1.04837435854498
"up","b) complete dataset",181,"Dispersion",-1.30066689976938
"up","b) complete dataset",181,"Redundancy",1.32402335782091
"down","b) complete dataset",182,"Richness",-2.45647127851516
"down","b) complete dataset",182,"Evenness",-0.351879565832331
"down","b) complete dataset",182,"Dispersion",-0.168622520143557
"down","b) complete dataset",182,"Redundancy",0.23832573713998
"up","b) complete dataset",182,"Richness",-1.6689594921366
"up","b) complete dataset",182,"Evenness",-1.21282952043652
"up","b) complete dataset",182,"Dispersion",-1.87066729645965
"up","b) complete dataset",182,"Redundancy",2.6793253597076
"down","b) complete dataset",184,"Richness",-1.72557531734731
"down","b) complete dataset",184,"Evenness",0.827341237536482
"down","b) complete dataset",184,"Dispersion",-0.43397737706293
"down","b) complete dataset",184,"Redundancy",0.681778894603441
"up","b) complete dataset",184,"Richness",-0.586072550605997
"up","b) complete dataset",184,"Evenness",-0.781351207851964
"up","b) complete dataset",184,"Dispersion",1.1849355849119
"up","b) complete dataset",184,"Redundancy",-1.19663240718583
"down","b) complete dataset",186,"Richness",-1.18382400120488
"down","b) complete dataset",186,"Evenness",-1.18594493968521
"down","b) complete dataset",186,"Dispersion",-0.450473236486486
"down","b) complete dataset",186,"Redundancy",0.642415724709913
"up","b) complete dataset",186,"Richness",-1.30417405830568
"up","b) complete dataset",186,"Evenness",-2.26596470849928
"up","b) complete dataset",186,"Dispersion",-1.87286874320477
"up","b) complete dataset",186,"Redundancy",2.07094462052992
"down","b) complete dataset",188,"Richness",0.699646566338958
"down","b) complete dataset",188,"Evenness",-0.272974383853351
"down","b) complete dataset",188,"Dispersion",0.973432618840459
"down","b) complete dataset",188,"Redundancy",-0.807467441454267
"up","b) complete dataset",188,"Richness",-1.39135029857115
"up","b) complete dataset",188,"Evenness",-0.270513125936344
"up","b) complete dataset",188,"Dispersion",-0.239756711619918
"up","b) complete dataset",188,"Redundancy",0.628845765965831
"down","b) complete dataset",189,"Richness",0.855474096867915
"down","b) complete dataset",189,"Evenness",1.73340326569308
"down","b) complete dataset",189,"Dispersion",-0.435022915564446
"down","b) complete dataset",189,"Redundancy",0.522105601256689
"up","b) complete dataset",189,"Richness",-1.15681118767702
"up","b) complete dataset",189,"Evenness",-0.698930610883596
"up","b) complete dataset",189,"Dispersion",-0.780019353589818
"up","b) complete dataset",189,"Redundancy",1.57869123201387
"down","b) complete dataset",191,"Richness",-3.14186397042667
"down","b) complete dataset",191,"Evenness",0.603379967529146
"down","b) complete dataset",191,"Dispersion",0.727392863636225
"down","b) complete dataset",191,"Redundancy",-0.57780020127671
"up","b) complete dataset",191,"Richness",-1.30781271545309
"up","b) complete dataset",191,"Evenness",-0.227859012672028
"up","b) complete dataset",191,"Dispersion",0.57970263984369
"up","b) complete dataset",191,"Redundancy",-0.483256300234752
"down","b) complete dataset",192,"Richness",-1.23629914173746
"down","b) complete dataset",192,"Evenness",-0.542394493139981
"down","b) complete dataset",192,"Dispersion",-0.0651151573244279
"down","b) complete dataset",192,"Redundancy",0.235466194965681
"up","b) complete dataset",192,"Richness",-0.404466683084632
"up","b) complete dataset",192,"Evenness",0.150955154680744
"up","b) complete dataset",192,"Dispersion",-1.58114743112367
"up","b) complete dataset",192,"Redundancy",2.17635144814613
"down","b) complete dataset",193,"Richness",-0.491460072444602
"down","b) complete dataset",193,"Evenness",-1.48697646462648
"down","b) complete dataset",193,"Dispersion",-0.735449158997579
"down","b) complete dataset",193,"Redundancy",1.07274245301097
"up","b) complete dataset",193,"Richness",-0.958356461840979
"up","b) complete dataset",193,"Evenness",-1.39214383404604
"up","b) complete dataset",193,"Dispersion",-2.2222354334818
"up","b) complete dataset",193,"Redundancy",2.95523741154724
"down","b) complete dataset",194,"Richness",-0.120415538055166
"down","b) complete dataset",194,"Evenness",-0.242449661331975
"down","b) complete dataset",194,"Dispersion",-1.97648419672111
"down","b) complete dataset",194,"Redundancy",2.11157163502335
"up","b) complete dataset",194,"Richness",-0.976738311315617
"up","b) complete dataset",194,"Evenness",-0.55719177549891
"up","b) complete dataset",194,"Dispersion",-1.78558183191784
"up","b) complete dataset",194,"Redundancy",1.97501628092633
"down","b) complete dataset",196,"Richness",-2.48742197722661
"down","b) complete dataset",196,"Evenness",-1.91132732960655
"down","b) complete dataset",196,"Dispersion",-1.0398812314277
"down","b) complete dataset",196,"Redundancy",1.31414141309044
"up","b) complete dataset",196,"Richness",-0.595581680809661
"up","b) complete dataset",196,"Evenness",-0.638434539103574
"up","b) complete dataset",196,"Dispersion",-1.8725255728894
"up","b) complete dataset",196,"Redundancy",2.64224417377124
"down","b) complete dataset",197,"Richness",-2.41731869985595
"down","b) complete dataset",197,"Evenness",-1.84002324946267
"down","b) complete dataset",197,"Dispersion",-0.927126123783736
"down","b) complete dataset",197,"Redundancy",1.0763331556719
"up","b) complete dataset",197,"Richness",-1.71207279782323
"up","b) complete dataset",197,"Evenness",-2.86945362133347
"up","b) complete dataset",197,"Dispersion",-3.84891983705351
"up","b) complete dataset",197,"Redundancy",4.16253372779184
"down","b) complete dataset",202,"Richness",-1.30781271545309
"down","b) complete dataset",202,"Evenness",-0.227859012672028
"down","b) complete dataset",202,"Dispersion",0.57970263984369
"down","b) complete dataset",202,"Redundancy",-0.483256300234752
"up","b) complete dataset",202,"Richness",-1.43875130150584
"up","b) complete dataset",202,"Evenness",-0.172600848821388
"up","b) complete dataset",202,"Dispersion",-0.0937622523453804
"up","b) complete dataset",202,"Redundancy",0.0823014727902958
"down","b) complete dataset",203,"Richness",-1.30278903280785
"down","b) complete dataset",203,"Evenness",-0.141811035498401
"down","b) complete dataset",203,"Dispersion",0.0739775592730237
"down","b) complete dataset",203,"Redundancy",-0.13987091321483
"up","b) complete dataset",203,"Richness",-1.48812854724059
"up","b) complete dataset",203,"Evenness",0.955297968468288
"up","b) complete dataset",203,"Dispersion",-0.382114064682849
"up","b) complete dataset",203,"Redundancy",0.514257835188779
"down","b) complete dataset",205,"Richness",-1.71724579748934
"down","b) complete dataset",205,"Evenness",-1.60956749834966
"down","b) complete dataset",205,"Dispersion",-0.958428495262175
"down","b) complete dataset",205,"Redundancy",0.978257371636895
"up","b) complete dataset",205,"Richness",-0.725488142033955
"up","b) complete dataset",205,"Evenness",-0.522547755177109
"up","b) complete dataset",205,"Dispersion",-2.56950610460361
"up","b) complete dataset",205,"Redundancy",2.75652869498808
"down","b) complete dataset",206,"Richness",-0.687349787371016
"down","b) complete dataset",206,"Evenness",0.848120504679464
"down","b) complete dataset",206,"Dispersion",0.590987879051884
"down","b) complete dataset",206,"Redundancy",-0.644944287663666
"up","b) complete dataset",206,"Richness",-2.39119659928286
"up","b) complete dataset",206,"Evenness",0.731732732058309
"up","b) complete dataset",206,"Dispersion",-0.511111441382676
"up","b) complete dataset",206,"Redundancy",1.36314747797193
"down","b) complete dataset",207,"Richness",-1.93000209791124
"down","b) complete dataset",207,"Evenness",-2.86682712314824
"down","b) complete dataset",207,"Dispersion",-1.94406993696836
"down","b) complete dataset",207,"Redundancy",2.61267865040255
"up","b) complete dataset",207,"Richness",-0.35356656238178
"up","b) complete dataset",207,"Evenness",-1.26624341355431
"up","b) complete dataset",207,"Dispersion",0.23698503466793
"up","b) complete dataset",207,"Redundancy",-0.251502585021033
"down","b) complete dataset",208,"Richness",-1.28476847680706
"down","b) complete dataset",208,"Evenness",-0.152721375364986
"down","b) complete dataset",208,"Dispersion",1.99430971528255
"down","b) complete dataset",208,"Redundancy",-1.72825996434225
"up","b) complete dataset",208,"Richness",-1.24139322295489
"up","b) complete dataset",208,"Evenness",-0.819081514483557
"up","b) complete dataset",208,"Dispersion",0.406139358280509
"up","b) complete dataset",208,"Redundancy",-0.421884391604115
"down","b) complete dataset",210,"Richness",-2.1933771657087
"down","b) complete dataset",210,"Evenness",-2.85126060112414
"down","b) complete dataset",210,"Dispersion",0.0438510063595064
"down","b) complete dataset",210,"Redundancy",0.0182539138716681
"up","b) complete dataset",210,"Richness",-2.01608413051914
"up","b) complete dataset",210,"Evenness",-2.19215778687698
"up","b) complete dataset",210,"Dispersion",-1.38820163460967
"up","b) complete dataset",210,"Redundancy",1.80436707970959
"down","b) complete dataset",211,"Richness",-1.22001393634066
"down","b) complete dataset",211,"Evenness",-1.82624646339832
"down","b) complete dataset",211,"Dispersion",-1.35282182026917
"down","b) complete dataset",211,"Redundancy",1.29106906025448
"up","b) complete dataset",211,"Richness",-1.58816681091707
"up","b) complete dataset",211,"Evenness",-0.813626788977113
"up","b) complete dataset",211,"Dispersion",-1.06319518475177
"up","b) complete dataset",211,"Redundancy",1.09837117301747
"down","b) complete dataset",212,"Richness",-1.48812812059964
"down","b) complete dataset",212,"Evenness",-0.562121402990183
"down","b) complete dataset",212,"Dispersion",-2.49257142295159
"down","b) complete dataset",212,"Redundancy",2.35659543754709
"up","b) complete dataset",212,"Richness",-0.713229889793325
"up","b) complete dataset",212,"Evenness",1.68233954675338
"up","b) complete dataset",212,"Dispersion",-2.17913483721906
"up","b) complete dataset",212,"Redundancy",2.18286857531364
"down","b) complete dataset",213,"Richness",-1.13975903901918
"down","b) complete dataset",213,"Evenness",-1.44337425482002
"down","b) complete dataset",213,"Dispersion",-0.476696554402159
"down","b) complete dataset",213,"Redundancy",0.654973698119044
"up","b) complete dataset",213,"Richness",0.188232430897863
"up","b) complete dataset",213,"Evenness",-2.12587172549863
"up","b) complete dataset",213,"Dispersion",-0.59619225141948
"up","b) complete dataset",213,"Redundancy",0.556203045413196
"down","b) complete dataset",215,"Richness",-1.86434282938738
"down","b) complete dataset",215,"Evenness",0.126442245138113
"down","b) complete dataset",215,"Dispersion",-0.549199974848386
"down","b) complete dataset",215,"Redundancy",0.529153433444354
"up","b) complete dataset",215,"Richness",-1.53198133437574
