"pos","set","Pair","var","values"
"up","b) complete dataset",215,"Evenness",-0.0957633496906099
"up","b) complete dataset",215,"Dispersion",0.680380593755788
"up","b) complete dataset",215,"Redundancy",-0.736248411411467
"down","b) complete dataset",216,"Richness",-0.882975140650883
"down","b) complete dataset",216,"Evenness",-1.48036659971265
"down","b) complete dataset",216,"Dispersion",-1.9591882922275
"down","b) complete dataset",216,"Redundancy",2.72784123349574
"up","b) complete dataset",216,"Richness",-1.39873436558795
"up","b) complete dataset",216,"Evenness",-2.91720545974009
"up","b) complete dataset",216,"Dispersion",0.124316103923674
"up","b) complete dataset",216,"Redundancy",0.351854963777294
"down","b) complete dataset",218,"Richness",-0.481371649370964
"down","b) complete dataset",218,"Evenness",-0.874191630222525
"down","b) complete dataset",218,"Dispersion",0.466262167649027
"down","b) complete dataset",218,"Redundancy",-0.497707982435451
"up","b) complete dataset",218,"Richness",0.164101616602465
"up","b) complete dataset",218,"Evenness",1.43853319986268
"up","b) complete dataset",218,"Dispersion",1.45899560969505
"up","b) complete dataset",218,"Redundancy",-1.39435577596141
"down","b) complete dataset",220,"Richness",-2.11461947964645
"down","b) complete dataset",220,"Evenness",-0.177492901070845
"down","b) complete dataset",220,"Dispersion",0.146689618451043
"down","b) complete dataset",220,"Redundancy",-0.130998862304143
"up","b) complete dataset",220,"Richness",-2.38793059760633
"up","b) complete dataset",220,"Evenness",-2.74078943881962
"up","b) complete dataset",220,"Dispersion",-1.35681565057843
"up","b) complete dataset",220,"Redundancy",1.33418550793452
"down","b) complete dataset",221,"Richness",-1.72589755899924
"down","b) complete dataset",221,"Evenness",-1.65973466440721
"down","b) complete dataset",221,"Dispersion",0.186295708501555
"down","b) complete dataset",221,"Redundancy",0.154335099661757
"up","b) complete dataset",221,"Richness",-0.889050013550024
"up","b) complete dataset",221,"Evenness",-0.883635435670947
"up","b) complete dataset",221,"Dispersion",-0.24411778266293
"up","b) complete dataset",221,"Redundancy",0.714560466557388
"down","b) complete dataset",223,"Richness",-1.3350266879627
"down","b) complete dataset",223,"Evenness",-1.8079049122322
"down","b) complete dataset",223,"Dispersion",-0.762378277396317
"down","b) complete dataset",223,"Redundancy",1.01474613110369
"up","b) complete dataset",223,"Richness",-1.77683530146474
"up","b) complete dataset",223,"Evenness",-1.26252494498204
"up","b) complete dataset",223,"Dispersion",-0.883396699242793
"up","b) complete dataset",223,"Redundancy",1.03538164241536
"down","b) complete dataset",225,"Richness",-1.04346222394658
"down","b) complete dataset",225,"Evenness",-0.674237711881601
"down","b) complete dataset",225,"Dispersion",0.154421526948396
"down","b) complete dataset",225,"Redundancy",-0.141709585928321
"up","b) complete dataset",225,"Richness",-1.53336056125724
"up","b) complete dataset",225,"Evenness",-0.514142313003126
"up","b) complete dataset",225,"Dispersion",0.187144068798912
"up","b) complete dataset",225,"Redundancy",0.0795032838925568
"down","b) complete dataset",227,"Richness",-1.68918207330997
"down","b) complete dataset",227,"Evenness",0.594167156381924
"down","b) complete dataset",227,"Dispersion",-2.49397993742726
"down","b) complete dataset",227,"Redundancy",2.91340407291672
"up","b) complete dataset",227,"Richness",-1.0189878242072
"up","b) complete dataset",227,"Evenness",-0.517119235336413
"up","b) complete dataset",227,"Dispersion",-2.41553022276203
"up","b) complete dataset",227,"Redundancy",2.9533242048474
"down","b) complete dataset",228,"Richness",-1.71207279782323
"down","b) complete dataset",228,"Evenness",-2.86945362133347
"down","b) complete dataset",228,"Dispersion",-3.84891983705351
"down","b) complete dataset",228,"Redundancy",4.16253372779184
"up","b) complete dataset",228,"Richness",-1.0472676732488
"up","b) complete dataset",228,"Evenness",-0.554643367925287
"up","b) complete dataset",228,"Dispersion",-3.18899735337536
"up","b) complete dataset",228,"Redundancy",3.48883249127947
"down","b) complete dataset",231,"Richness",-1.92404453883992
"down","b) complete dataset",231,"Evenness",-0.663761706168768
"down","b) complete dataset",231,"Dispersion",0.550325635802401
"down","b) complete dataset",231,"Redundancy",-0.429500891560481
"up","b) complete dataset",231,"Richness",-0.630782689034558
"up","b) complete dataset",231,"Evenness",-0.246884603172144
"up","b) complete dataset",231,"Dispersion",0.328935238836657
"up","b) complete dataset",231,"Redundancy",-0.301527751090128
"down","b) complete dataset",234,"Richness",-0.273877966648116
"down","b) complete dataset",234,"Evenness",-1.10827342538868
"down","b) complete dataset",234,"Dispersion",0.717993808914514
"down","b) complete dataset",234,"Redundancy",-0.515437397078621
"up","b) complete dataset",234,"Richness",-0.290269516066771
"up","b) complete dataset",234,"Evenness",0.668701810193819
"up","b) complete dataset",234,"Dispersion",-0.247886647822093
"up","b) complete dataset",234,"Redundancy",0.322015560763103
"down","b) complete dataset",235,"Richness",0.0298915249219832
"down","b) complete dataset",235,"Evenness",-1.13570653060094
"down","b) complete dataset",235,"Dispersion",-1.55145645868796
"down","b) complete dataset",235,"Redundancy",1.93475984628632
"up","b) complete dataset",235,"Richness",-0.381304845007865
"up","b) complete dataset",235,"Evenness",-0.0258538206825791
"up","b) complete dataset",235,"Dispersion",-0.593682001085083
"up","b) complete dataset",235,"Redundancy",0.706881278360351
"down","b) complete dataset",236,"Richness",0.312048732109598
"down","b) complete dataset",236,"Evenness",0.0232703111930397
"down","b) complete dataset",236,"Dispersion",-0.971824585290405
"down","b) complete dataset",236,"Redundancy",2.21413151783825
"up","b) complete dataset",236,"Richness",-2.19153119838302
"up","b) complete dataset",236,"Evenness",0.128518174807084
"up","b) complete dataset",236,"Dispersion",-4.79783519635794
"up","b) complete dataset",236,"Redundancy",5.32655611717607
"down","b) complete dataset",237,"Richness",-1.51913181102456
"down","b) complete dataset",237,"Evenness",-0.794672601970879
"down","b) complete dataset",237,"Dispersion",-2.23646749742632
"down","b) complete dataset",237,"Redundancy",2.31382840181172
"up","b) complete dataset",237,"Richness",-0.104546063728647
"up","b) complete dataset",237,"Evenness",-1.2542396494554
"up","b) complete dataset",237,"Dispersion",-1.36116893098711
"up","b) complete dataset",237,"Redundancy",1.52860228894097
"down","b) complete dataset",238,"Richness",-1.75064351725814
"down","b) complete dataset",238,"Evenness",-0.694707678941327
"down","b) complete dataset",238,"Dispersion",-2.74840000112827
"down","b) complete dataset",238,"Redundancy",2.80182612866102
"up","b) complete dataset",238,"Richness",-1.21289145609567
"up","b) complete dataset",238,"Evenness",0.855196409964969
"up","b) complete dataset",238,"Dispersion",-1.96392929418826
"up","b) complete dataset",238,"Redundancy",2.20068200570563
"down","b) complete dataset",240,"Richness",-1.81972621676703
"down","b) complete dataset",240,"Evenness",-2.3885207212896
"down","b) complete dataset",240,"Dispersion",-1.15816309559461
"down","b) complete dataset",240,"Redundancy",1.09046130549938
"up","b) complete dataset",240,"Richness",-1.67087339805032
"up","b) complete dataset",240,"Evenness",-0.122718845322596
"up","b) complete dataset",240,"Dispersion",-1.52268778540107
"up","b) complete dataset",240,"Redundancy",1.76927915253807
"down","b) complete dataset",241,"Richness",-2.23190512996243
"down","b) complete dataset",241,"Evenness",-1.24879250225647
"down","b) complete dataset",241,"Dispersion",-0.784886955587085
"down","b) complete dataset",241,"Redundancy",0.767269513131976
"up","b) complete dataset",241,"Richness",-1.91960116187058
"up","b) complete dataset",241,"Evenness",-1.46773207817171
"up","b) complete dataset",241,"Dispersion",-1.52954364582226
"up","b) complete dataset",241,"Redundancy",1.67630844747771
"down","b) complete dataset",243,"Richness",-1.03950935091564
"down","b) complete dataset",243,"Evenness",0.229268823060792
"down","b) complete dataset",243,"Dispersion",0.266619325996413
"down","b) complete dataset",243,"Redundancy",0.115852413471086
"up","b) complete dataset",243,"Richness",-1.57272285707997
"up","b) complete dataset",243,"Evenness",-1.28205810285872
"up","b) complete dataset",243,"Dispersion",-0.047515383653646
"up","b) complete dataset",243,"Redundancy",0.202242484257554
"down","b) complete dataset",244,"Richness",-0.411915607233044
"down","b) complete dataset",244,"Evenness",-0.626056972753386
"down","b) complete dataset",244,"Dispersion",0.782500680248348
"down","b) complete dataset",244,"Redundancy",-0.914143274530727
"up","b) complete dataset",244,"Richness",-2.3007618485957
"up","b) complete dataset",244,"Evenness",0.301019065369721
"up","b) complete dataset",244,"Dispersion",0.169194735667598
"up","b) complete dataset",244,"Redundancy",-0.117999506833481
"down","b) complete dataset",245,"Richness",-0.0160171799053736
"down","b) complete dataset",245,"Evenness",-1.52760490108119
"down","b) complete dataset",245,"Dispersion",-0.377590114194979
"down","b) complete dataset",245,"Redundancy",0.824234110065077
"up","b) complete dataset",245,"Richness",-0.637021221317553
"up","b) complete dataset",245,"Evenness",-2.10266319424397
"up","b) complete dataset",245,"Dispersion",0.165441670324813
"up","b) complete dataset",245,"Redundancy",0.0813043173629078
"down","b) complete dataset",247,"Richness",-0.604996259455115
"down","b) complete dataset",247,"Evenness",-0.82021513483304
"down","b) complete dataset",247,"Dispersion",-1.26114427904927
"down","b) complete dataset",247,"Redundancy",1.43773843367083
"up","b) complete dataset",247,"Richness",-1.57556852196002
"up","b) complete dataset",247,"Evenness",-0.376181450526193
"up","b) complete dataset",247,"Dispersion",-1.5739840730325
"up","b) complete dataset",247,"Redundancy",1.60711813808484
"down","b) complete dataset",250,"Richness",-0.578822960455979
"down","b) complete dataset",250,"Evenness",-1.25869367788288
"down","b) complete dataset",250,"Dispersion",0.341333802410645
"down","b) complete dataset",250,"Redundancy",-0.12338534157105
"up","b) complete dataset",250,"Richness",-2.4609485037606
"up","b) complete dataset",250,"Evenness",-1.32595050136465
"up","b) complete dataset",250,"Dispersion",0.218991460022646
"up","b) complete dataset",250,"Redundancy",0.202035094366543
"down","b) complete dataset",251,"Richness",-0.168386070527547
"down","b) complete dataset",251,"Evenness",0.971383824590775
"down","b) complete dataset",251,"Dispersion",-2.35099073787021
"down","b) complete dataset",251,"Redundancy",2.47274905583646
"up","b) complete dataset",251,"Richness",-0.651139710776086
"up","b) complete dataset",251,"Evenness",-0.306962005823664
"up","b) complete dataset",251,"Dispersion",-1.11779561060917
"up","b) complete dataset",251,"Redundancy",1.3028714216122
"down","b) complete dataset",253,"Richness",0.416350585834961
"down","b) complete dataset",253,"Evenness",-0.6575114932113
"down","b) complete dataset",253,"Dispersion",0.197545604372484
"down","b) complete dataset",253,"Redundancy",-0.115710276456696
"up","b) complete dataset",253,"Richness",0.338230700303776
"up","b) complete dataset",253,"Evenness",0.106170490281171
"up","b) complete dataset",253,"Dispersion",-1.34982644767302
"up","b) complete dataset",253,"Redundancy",1.83869918680404
"down","b) complete dataset",254,"Richness",-0.347638846477804
"down","b) complete dataset",254,"Evenness",0.50176213437853
"down","b) complete dataset",254,"Dispersion",0.67432881212576
"down","b) complete dataset",254,"Redundancy",-0.42409169399059
"up","b) complete dataset",254,"Richness",-0.940631993148118
"up","b) complete dataset",254,"Evenness",1.30872155136209
"up","b) complete dataset",254,"Dispersion",0.776108173131817
"up","b) complete dataset",254,"Redundancy",-0.639935963084046
"down","b) complete dataset",255,"Richness",-1.0903512530018
"down","b) complete dataset",255,"Evenness",1.65149768432308
"down","b) complete dataset",255,"Dispersion",-1.78393907088415
"down","b) complete dataset",255,"Redundancy",2.28127297330993
"up","b) complete dataset",255,"Richness",-1.25386955552455
"up","b) complete dataset",255,"Evenness",0.235296570587863
"up","b) complete dataset",255,"Dispersion",0.0282970175098404
"up","b) complete dataset",255,"Redundancy",0.791612298570712
"down","b) complete dataset",259,"Richness",0.889937409497822
"down","b) complete dataset",259,"Evenness",-0.531084101597884
"down","b) complete dataset",259,"Dispersion",0.487259187780618
"down","b) complete dataset",259,"Redundancy",-0.323787175935874
"up","b) complete dataset",259,"Richness",-0.475487502834714
"up","b) complete dataset",259,"Evenness",-0.979116779659589
"up","b) complete dataset",259,"Dispersion",-0.504255199126502
"up","b) complete dataset",259,"Redundancy",1.14495954650235
"down","b) complete dataset",260,"Richness",-1.13234369783369
"down","b) complete dataset",260,"Evenness",-1.41565762103161
"down","b) complete dataset",260,"Dispersion",-0.102816076064513
"down","b) complete dataset",260,"Redundancy",0.202256711694082
"up","b) complete dataset",260,"Richness",-1.05677811755844
"up","b) complete dataset",260,"Evenness",-2.45587159918179
"up","b) complete dataset",260,"Dispersion",0.243370204004848
"up","b) complete dataset",260,"Redundancy",0.0200256340220093
"down","b) complete dataset",261,"Richness",-1.02851021508683
"down","b) complete dataset",261,"Evenness",-1.45873376377717
"down","b) complete dataset",261,"Dispersion",-1.2455074829537
"down","b) complete dataset",261,"Redundancy",1.31730771301727
"up","b) complete dataset",261,"Richness",-0.00202186585145232
"up","b) complete dataset",261,"Evenness",-0.677538656863147
"up","b) complete dataset",261,"Dispersion",-3.16492372191542
"up","b) complete dataset",261,"Redundancy",3.05687240720665
"down","b) complete dataset",262,"Richness",-4.02929478422403
"down","b) complete dataset",262,"Evenness",-0.501381691071637
"down","b) complete dataset",262,"Dispersion",-2.13098525180074
"down","b) complete dataset",262,"Redundancy",3.07815616945558
"up","b) complete dataset",262,"Richness",-2.09893213245789
"up","b) complete dataset",262,"Evenness",-0.142691942785096
"up","b) complete dataset",262,"Dispersion",0.680873120300291
"up","b) complete dataset",262,"Redundancy",-0.182069622691254
"down","b) complete dataset",263,"Richness",-0.752912772885896
"down","b) complete dataset",263,"Evenness",-1.73174561327082
"down","b) complete dataset",263,"Dispersion",-2.77179799105409
"down","b) complete dataset",263,"Redundancy",3.40141927164647
"up","b) complete dataset",263,"Richness",-0.468535289907662
"up","b) complete dataset",263,"Evenness",-0.235116029448563
"up","b) complete dataset",263,"Dispersion",-0.431381250231298
"up","b) complete dataset",263,"Redundancy",0.883720759816606
"down","b) complete dataset",266,"Richness",-1.18926163244701
"down","b) complete dataset",266,"Evenness",0.62366623679957
"down","b) complete dataset",266,"Dispersion",-1.79635304859253
"down","b) complete dataset",266,"Redundancy",1.94420480907181
"up","b) complete dataset",266,"Richness",-1.19930412441467
"up","b) complete dataset",266,"Evenness",0.531456585436093
"up","b) complete dataset",266,"Dispersion",-1.87190906286721
"up","b) complete dataset",266,"Redundancy",2.36946150418797
"down","b) complete dataset",267,"Richness",-1.84369641637096
"down","b) complete dataset",267,"Evenness",1.31212429585867
"down","b) complete dataset",267,"Dispersion",-0.0380077629299094
"down","b) complete dataset",267,"Redundancy",0.495456078053601
"up","b) complete dataset",267,"Richness",-2.00274566174932
"up","b) complete dataset",267,"Evenness",-3.67345515670462
"up","b) complete dataset",267,"Dispersion",-2.0471265828262
"up","b) complete dataset",267,"Redundancy",2.90618602302422
"down","b) complete dataset",268,"Richness",-1.08080332623136
"down","b) complete dataset",268,"Evenness",-0.888608830046817
"down","b) complete dataset",268,"Dispersion",-1.35500893642486
"down","b) complete dataset",268,"Redundancy",1.62150766048998
"up","b) complete dataset",268,"Richness",-1.51140571264436
"up","b) complete dataset",268,"Evenness",-1.27068047678761
"up","b) complete dataset",268,"Dispersion",-1.18380990431457
"up","b) complete dataset",268,"Redundancy",1.27724120793212
"down","b) complete dataset",269,"Richness",-0.599320403186416
"down","b) complete dataset",269,"Evenness",1.16969685624344
"down","b) complete dataset",269,"Dispersion",-1.77557970846044
"down","b) complete dataset",269,"Redundancy",2.82426981930854
"up","b) complete dataset",269,"Richness",-1.83870200401406
"up","b) complete dataset",269,"Evenness",-0.760414393699246
"up","b) complete dataset",269,"Dispersion",-3.01161896990311
"up","b) complete dataset",269,"Redundancy",3.69072991330207
"down","b) complete dataset",271,"Richness",0.880661129855399
"down","b) complete dataset",271,"Evenness",-1.25031890433119
"down","b) complete dataset",271,"Dispersion",0.250149553448956
"down","b) complete dataset",271,"Redundancy",-0.172960908494379
"up","b) complete dataset",271,"Richness",0.102175590816998
"up","b) complete dataset",271,"Evenness",1.01046862687998
"up","b) complete dataset",271,"Dispersion",0.288961944376442
"up","b) complete dataset",271,"Redundancy",-0.204657812783552
"down","b) complete dataset",273,"Richness",-3.16663462659367
"down","b) complete dataset",273,"Evenness",-1.16547515629032
"down","b) complete dataset",273,"Dispersion",-4.46773726390133
"down","b) complete dataset",273,"Redundancy",4.94927727762712
"up","b) complete dataset",273,"Richness",-2.29007923126578
"up","b) complete dataset",273,"Evenness",-1.6787759250436
"up","b) complete dataset",273,"Dispersion",-4.9208120728289
"up","b) complete dataset",273,"Redundancy",5.33157685293047
"down","b) complete dataset",274,"Richness",-2.16668829421846
"down","b) complete dataset",274,"Evenness",-0.744739386666694
"down","b) complete dataset",274,"Dispersion",0.862200757586601
"down","b) complete dataset",274,"Redundancy",-0.963232420681725
"up","b) complete dataset",274,"Richness",-1.55544025383786
"up","b) complete dataset",274,"Evenness",-1.75411380841001
"up","b) complete dataset",274,"Dispersion",-1.22671473605539
"up","b) complete dataset",274,"Redundancy",1.47410664171258
"down","b) complete dataset",275,"Richness",-2.93444606968431
"down","b) complete dataset",275,"Evenness",-0.868318126161159
"down","b) complete dataset",275,"Dispersion",0.158711600860465
"down","b) complete dataset",275,"Redundancy",0.164889941596337
"up","b) complete dataset",275,"Richness",-1.17167363188009
"up","b) complete dataset",275,"Evenness",-1.77824756812666
"up","b) complete dataset",275,"Dispersion",-3.28121350012529
"up","b) complete dataset",275,"Redundancy",2.8106819259799
"down","b) complete dataset",276,"Richness",-0.734789933902066
"down","b) complete dataset",276,"Evenness",-2.66384832572813
"down","b) complete dataset",276,"Dispersion",-1.10307964466692
"down","b) complete dataset",276,"Redundancy",2.1072161479761
"up","b) complete dataset",276,"Richness",-1.06214428656159
"up","b) complete dataset",276,"Evenness",-0.228367102933832
"up","b) complete dataset",276,"Dispersion",-0.998131986546698
"up","b) complete dataset",276,"Redundancy",1.72984659842679
"down","b) complete dataset",277,"Richness",-0.537630350194128
"down","b) complete dataset",277,"Evenness",-1.40270301683065
"down","b) complete dataset",277,"Dispersion",-1.09997757707811
"down","b) complete dataset",277,"Redundancy",1.27408536858426
"up","b) complete dataset",277,"Richness",-2.73219540124829
"up","b) complete dataset",277,"Evenness",-3.44706252103764
"up","b) complete dataset",277,"Dispersion",-3.29454496753843
"up","b) complete dataset",277,"Redundancy",3.85607370210354
"down","b) complete dataset",279,"Richness",-0.980490611422545
"down","b) complete dataset",279,"Evenness",-0.668354476749703
"down","b) complete dataset",279,"Dispersion",-0.0600840881273636
"down","b) complete dataset",279,"Redundancy",1.05120165676607
"up","b) complete dataset",279,"Richness",-0.539202462073473
"up","b) complete dataset",279,"Evenness",-0.956129033404122
"up","b) complete dataset",279,"Dispersion",-1.22712596410781
"up","b) complete dataset",279,"Redundancy",0.945209275296805
"down","b) complete dataset",281,"Richness",-1.28590012156763
"down","b) complete dataset",281,"Evenness",0.409904764401532
"down","b) complete dataset",281,"Dispersion",0.65219606294408
"down","b) complete dataset",281,"Redundancy",-0.621566124805906
"up","b) complete dataset",281,"Richness",0.13001297225037
"up","b) complete dataset",281,"Evenness",0.0468162721227738
"up","b) complete dataset",281,"Dispersion",0.71977486129256
"up","b) complete dataset",281,"Redundancy",-0.638077776865844
"down","b) complete dataset",282,"Richness",-2.56873644972744
"down","b) complete dataset",282,"Evenness",0.0892731118471832
"down","b) complete dataset",282,"Dispersion",-1.2297279936411
"down","b) complete dataset",282,"Redundancy",1.35974298879648
"up","b) complete dataset",282,"Richness",-1.16815473719819
"up","b) complete dataset",282,"Evenness",-1.19184371555802
"up","b) complete dataset",282,"Dispersion",1.15730451010017
"up","b) complete dataset",282,"Redundancy",-1.02912693879269
"down","b) complete dataset",283,"Richness",0.764045341184777
"down","b) complete dataset",283,"Evenness",-0.585934533708576
"down","b) complete dataset",283,"Dispersion",0.320815470770288
"down","b) complete dataset",283,"Redundancy",-0.370590011781192
"up","b) complete dataset",283,"Richness",0.880644965504957
"up","b) complete dataset",283,"Evenness",-0.055601654850342
"up","b) complete dataset",283,"Dispersion",0.923638451176959
"up","b) complete dataset",283,"Redundancy",-1.18682723151571
"up","a) EPT dominated dataset",123,"Richness",-0.854467267372486
"up","a) EPT dominated dataset",123,"Evenness",0.619756918650473
"up","a) EPT dominated dataset",123,"Dispersion",-0.315416506092588
"up","a) EPT dominated dataset",123,"Redundancy",0.191795218770895
"up","a) EPT dominated dataset",123,"Richness",0.276321850701177
"up","a) EPT dominated dataset",123,"Evenness",-0.835158170728027
"up","a) EPT dominated dataset",123,"Dispersion",-0.20581021641627
"up","a) EPT dominated dataset",123,"Redundancy",0.149106847786253
"up","a) EPT dominated dataset",64,"Richness",0.874584264227306
"up","a) EPT dominated dataset",64,"Evenness",-1.17672444091136
"up","a) EPT dominated dataset",64,"Dispersion",-0.556518259432583
"up","a) EPT dominated dataset",64,"Redundancy",0.624637299762528
"up","a) EPT dominated dataset",64,"Richness",-0.704158604683668
"up","a) EPT dominated dataset",64,"Evenness",0.250107271282795
"up","a) EPT dominated dataset",64,"Dispersion",-1.1101543341558
"up","a) EPT dominated dataset",64,"Redundancy",1.03248040355922
"up","a) EPT dominated dataset",40,"Richness",-0.326162124492072
"up","a) EPT dominated dataset",40,"Evenness",-1.79922609605539
"up","a) EPT dominated dataset",40,"Dispersion",-1.10116918261396
"up","a) EPT dominated dataset",40,"Redundancy",0.874466940711527
"up","a) EPT dominated dataset",40,"Richness",0.198048296137782
"up","a) EPT dominated dataset",40,"Evenness",1.13095688499204
"up","a) EPT dominated dataset",40,"Dispersion",-0.678668321759854
"up","a) EPT dominated dataset",40,"Redundancy",0.626016572800145
"up","a) EPT dominated dataset",105,"Richness",-0.34973569116942
"up","a) EPT dominated dataset",105,"Evenness",-0.84021266890748
"up","a) EPT dominated dataset",105,"Dispersion",0.0698449688584008
"up","a) EPT dominated dataset",105,"Redundancy",0.0221353534404106
"up","a) EPT dominated dataset",105,"Richness",0.0371979085092312
"up","a) EPT dominated dataset",105,"Evenness",1.49197166911289
"up","a) EPT dominated dataset",105,"Dispersion",-1.16435930339839
"up","a) EPT dominated dataset",105,"Redundancy",1.14864872275374
"up","a) EPT dominated dataset",139,"Richness",-0.0064234864630129
"up","a) EPT dominated dataset",139,"Evenness",-0.699502271419725
"up","a) EPT dominated dataset",139,"Dispersion",0.756407384207562
"up","a) EPT dominated dataset",139,"Redundancy",-0.850889943757616
"up","a) EPT dominated dataset",139,"Richness",-1.64780498807683
"up","a) EPT dominated dataset",139,"Evenness",-3.04008150631622
"up","a) EPT dominated dataset",139,"Dispersion",-2.75730321166916
"up","a) EPT dominated dataset",139,"Redundancy",3.16459430253427
"up","a) EPT dominated dataset",140,"Richness",-0.173944388831618
"up","a) EPT dominated dataset",140,"Evenness",1.19932390189161
"up","a) EPT dominated dataset",140,"Dispersion",-1.5099477043422
"up","a) EPT dominated dataset",140,"Redundancy",1.71672110711967
"up","a) EPT dominated dataset",140,"Richness",-0.668622926878526
"up","a) EPT dominated dataset",140,"Evenness",-0.414920426527354
"up","a) EPT dominated dataset",140,"Dispersion",-0.492561211347388
"up","a) EPT dominated dataset",140,"Redundancy",0.335449626954132
"up","a) EPT dominated dataset",13,"Richness",0.513509307823484
"up","a) EPT dominated dataset",13,"Evenness",-1.81085399081479
"up","a) EPT dominated dataset",13,"Dispersion",-0.235023909155943
"up","a) EPT dominated dataset",13,"Redundancy",0.0876927724249607
"up","a) EPT dominated dataset",13,"Richness",-2.45560137770677
"up","a) EPT dominated dataset",13,"Evenness",0.197032904662729
"up","a) EPT dominated dataset",13,"Dispersion",-2.3592412251478
"up","a) EPT dominated dataset",13,"Redundancy",2.31444935412811
"up","a) EPT dominated dataset",55,"Richness",0.00804253188636305
"up","a) EPT dominated dataset",55,"Evenness",-0.951142318262672
"up","a) EPT dominated dataset",55,"Dispersion",-0.885577241510019
"up","a) EPT dominated dataset",55,"Redundancy",1.07682573004921
"up","a) EPT dominated dataset",55,"Richness",-1.26781589241547
"up","a) EPT dominated dataset",55,"Evenness",-2.07136295189303
"up","a) EPT dominated dataset",55,"Dispersion",-2.38344065117531
"up","a) EPT dominated dataset",55,"Redundancy",2.33964194369318
"up","a) EPT dominated dataset",208,"Richness",1.10256160555347
"up","a) EPT dominated dataset",208,"Evenness",-0.967340563468578
"up","a) EPT dominated dataset",208,"Dispersion",-0.761633897180465
"up","a) EPT dominated dataset",208,"Redundancy",0.975681837349322
"up","a) EPT dominated dataset",208,"Richness",-1.18822154463257
"up","a) EPT dominated dataset",208,"Evenness",1.18206568716182
"up","a) EPT dominated dataset",208,"Dispersion",-2.16134222133532
"up","a) EPT dominated dataset",208,"Redundancy",2.07194427343616
"up","a) EPT dominated dataset",277,"Richness",-0.0687836573021604
"up","a) EPT dominated dataset",277,"Evenness",-0.569915317870173
"up","a) EPT dominated dataset",277,"Dispersion",-0.402236447559011
"up","a) EPT dominated dataset",277,"Redundancy",0.537948283303362
"up","a) EPT dominated dataset",277,"Richness",-0.904415337897526
"up","a) EPT dominated dataset",277,"Evenness",0.194509742418678
"up","a) EPT dominated dataset",277,"Dispersion",-1.75805367020905
"up","a) EPT dominated dataset",277,"Redundancy",1.63020867303952
"up","a) EPT dominated dataset",238,"Richness",-1.88932443342737
"up","a) EPT dominated dataset",238,"Evenness",-1.71380857024458
"up","a) EPT dominated dataset",238,"Dispersion",-0.935104153984816
"up","a) EPT dominated dataset",238,"Redundancy",1.04506902989623
"up","a) EPT dominated dataset",238,"Richness",-0.725979348384903
"up","a) EPT dominated dataset",238,"Evenness",0.252604552865306
"up","a) EPT dominated dataset",238,"Dispersion",-2.74555710640297
"up","a) EPT dominated dataset",238,"Redundancy",2.75586784141177
"up","a) EPT dominated dataset",180,"Richness",-0.0395975789481201
"up","a) EPT dominated dataset",180,"Evenness",-0.00397690199484237
"up","a) EPT dominated dataset",180,"Dispersion",-0.882971462227913
"up","a) EPT dominated dataset",180,"Redundancy",1.02021370733595
"up","a) EPT dominated dataset",180,"Richness",-0.817197758161104
"up","a) EPT dominated dataset",180,"Evenness",-0.0366696070905794
"up","a) EPT dominated dataset",180,"Dispersion",-1.4584184461946
"up","a) EPT dominated dataset",180,"Redundancy",1.47345803551071
"up","a) EPT dominated dataset",213,"Richness",-2.12770231712562
"up","a) EPT dominated dataset",213,"Evenness",-1.11323185253992
"up","a) EPT dominated dataset",213,"Dispersion",-4.57442712828379
"up","a) EPT dominated dataset",213,"Redundancy",4.45667614508613
"up","a) EPT dominated dataset",213,"Richness",-0.400452382643249
"up","a) EPT dominated dataset",213,"Evenness",-1.77709675410423
"up","a) EPT dominated dataset",213,"Dispersion",-0.447347668523054
"up","a) EPT dominated dataset",213,"Redundancy",0.500166847106224
"up","a) EPT dominated dataset",164,"Richness",-1.48754047627432
"up","a) EPT dominated dataset",164,"Evenness",-2.40560739458674
"up","a) EPT dominated dataset",164,"Dispersion",-3.51250378321625
"up","a) EPT dominated dataset",164,"Redundancy",3.42388248712086
"up","a) EPT dominated dataset",164,"Richness",-0.0406985289937533
"up","a) EPT dominated dataset",164,"Evenness",-0.766816263003389
"up","a) EPT dominated dataset",164,"Dispersion",-1.87388909354632
"up","a) EPT dominated dataset",164,"Redundancy",2.08282988586189
"up","a) EPT dominated dataset",237,"Richness",-0.585858740279082
"up","a) EPT dominated dataset",237,"Evenness",0.477336327783351
"up","a) EPT dominated dataset",237,"Dispersion",-1.08317360269352
"up","a) EPT dominated dataset",237,"Redundancy",0.884353043972516
"up","a) EPT dominated dataset",237,"Richness",-0.386869566478552
"up","a) EPT dominated dataset",237,"Evenness",0.0258316319499837
"up","a) EPT dominated dataset",237,"Dispersion",-1.42028839763336
"up","a) EPT dominated dataset",237,"Redundancy",1.57889525528834
"down","a) EPT dominated dataset",149,"Richness",0.144346936999999
"down","a) EPT dominated dataset",149,"Evenness",-2.68851416908041
"down","a) EPT dominated dataset",149,"Dispersion",-1.14383273857944
"down","a) EPT dominated dataset",149,"Redundancy",0.867419288910934
"down","a) EPT dominated dataset",149,"Richness",-0.586718384421916
"down","a) EPT dominated dataset",149,"Evenness",0.250883290977306
"down","a) EPT dominated dataset",149,"Dispersion",1.1958811545954
